Serial_number:,,,,,
2020436,,,,,
Project ID:,,,,,
,,,,,
Location:,,,,,
,,,,,
LEVEL,,,,,
UNIT: m,,,,,
Offset: 0.000000 m,,,,,
TEMPERATURE,,,,,
UNIT: °C,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,Level mH2O
7/12/2019,11:45:00 AM,0,-0.0041,9.38,-0.000418093
7/12/2019,12:00:00 PM,0,-0.0052,8.766,-0.000530265
7/12/2019,12:15:00 PM,0,-0.0053,8.624,-0.000540462
7/12/2019,12:30:00 PM,0,-0.0036,9.033,-0.000367106
7/12/2019,12:45:00 PM,0,0.1678,11.336,0.017111237
7/12/2019,1:00:00 PM,0,0.1674,12.025,0.017070448
7/12/2019,1:15:00 PM,0,0.1691,12.121,0.017243803
7/12/2019,1:30:00 PM,0,0.1699,12.122,0.017325383
7/12/2019,1:45:00 PM,0,0.171,12.436,0.017437554
7/12/2019,2:00:00 PM,0,0.1699,12.687,0.017325383
7/12/2019,2:15:00 PM,0,0.1697,12.729,0.017304988
7/12/2019,2:30:00 PM,0,0.1699,12.804,0.017325383
7/12/2019,2:45:00 PM,0,0.1712,12.959,0.017457949
7/12/2019,3:00:00 PM,0,0.1689,13.331,0.017223409
7/12/2019,3:15:00 PM,0,0.1685,13.271,0.017182619
7/12/2019,3:30:00 PM,0,0.1698,13.323,0.017315185
7/12/2019,3:45:00 PM,0,0.168,13.188,0.017131632
7/12/2019,4:00:00 PM,0,0.1658,13.014,0.016907289
7/12/2019,4:15:00 PM,0,0.1656,12.919,0.016886894
7/12/2019,4:30:00 PM,0,0.1646,12.739,0.01678492
7/12/2019,4:45:00 PM,0,0.1626,12.601,0.016580972
7/12/2019,5:00:00 PM,0,0.1605,12.334,0.016366827
7/12/2019,5:15:00 PM,0,0.1583,12.177,0.016142484
7/12/2019,5:30:00 PM,0,0.1548,11.996,0.015785575
7/12/2019,5:45:00 PM,0,0.1525,11.704,0.015551035
7/12/2019,6:00:00 PM,0,0.1524,11.456,0.015540838
7/12/2019,6:15:00 PM,0,0.1522,11.231,0.015520443
7/12/2019,6:30:00 PM,0,0.1517,10.977,0.015469456
7/12/2019,6:45:00 PM,0,0.1539,10.752,0.015693799
7/12/2019,7:00:00 PM,0,0.1537,10.573,0.015673404
7/12/2019,7:15:00 PM,0,0.1529,10.375,0.015591825
7/12/2019,7:30:00 PM,0,0.1525,10.223,0.015551035
7/12/2019,7:45:00 PM,0,0.1524,10.066,0.015540838
7/12/2019,8:00:00 PM,0,0.1519,9.926,0.015489851
7/12/2019,8:15:00 PM,0,0.1522,9.8,0.015520443
7/12/2019,8:30:00 PM,0,0.1509,9.676,0.015387877
7/12/2019,8:45:00 PM,0,0.1508,9.567,0.015377679
7/12/2019,9:00:00 PM,0,0.1511,9.469,0.015408271
7/12/2019,9:15:00 PM,0,0.15,9.337,0.0152961
7/12/2019,9:30:00 PM,0,0.1498,9.214,0.015275705
7/12/2019,9:45:00 PM,0,0.1498,9.122,0.015275705
7/12/2019,10:00:00 PM,0,0.1497,9.046,0.015265508
7/12/2019,10:15:00 PM,0,0.1495,8.96,0.015245113
7/12/2019,10:30:00 PM,0,0.1486,8.856,0.015153336
7/12/2019,10:45:00 PM,0,0.1487,8.793,0.015163534
7/12/2019,11:00:00 PM,0,0.1488,8.727,0.015173731
7/12/2019,11:15:00 PM,0,0.1484,8.669,0.015132942
7/12/2019,11:30:00 PM,0,0.1487,8.607,0.015163534
7/12/2019,11:45:00 PM,0,0.149,8.54,0.015194126
7/13/2019,12:00:00 AM,0,0.1496,8.491,0.01525531
7/13/2019,12:15:00 AM,0,0.1508,8.438,0.015377679
7/13/2019,12:30:00 AM,0,0.1513,8.38,0.015428666
7/13/2019,12:45:00 AM,0,0.1514,8.323,0.015438864
7/13/2019,1:00:00 AM,0,0.1513,8.277,0.015428666
7/13/2019,1:15:00 AM,0,0.1506,8.233,0.015357284
7/13/2019,1:30:00 AM,0,0.1511,8.173,0.015408271
7/13/2019,1:45:00 AM,0,0.1512,8.121,0.015418469
7/13/2019,2:00:00 AM,0,0.1507,8.066,0.015367482
7/13/2019,2:15:00 AM,0,0.1506,8.03,0.015357284
7/13/2019,2:30:00 AM,0,0.1497,7.978,0.015265508
7/13/2019,2:45:00 AM,0,0.1495,7.921,0.015245113
7/13/2019,3:00:00 AM,0,0.1497,7.863,0.015265508
7/13/2019,3:15:00 AM,0,0.1491,7.72,0.015204323
7/13/2019,3:30:00 AM,0,0.1493,7.678,0.015224718
7/13/2019,3:45:00 AM,0,0.1496,7.615,0.01525531
7/13/2019,4:00:00 AM,0,0.1499,7.563,0.015285903
7/13/2019,4:15:00 AM,0,0.1484,7.496,0.015132942
7/13/2019,4:30:00 AM,0,0.1488,7.46,0.015173731
7/13/2019,4:45:00 AM,0,0.1483,7.408,0.015122744
7/13/2019,5:00:00 AM,0,0.1489,7.347,0.015183929
7/13/2019,5:15:00 AM,0,0.1494,7.26,0.015234916
7/13/2019,5:30:00 AM,0,0.1492,7.167,0.015214521
7/13/2019,5:45:00 AM,0,0.1493,7.074,0.015224718
7/13/2019,6:00:00 AM,0,0.1499,6.992,0.015285903
7/13/2019,6:15:00 AM,0,0.151,6.983,0.015398074
7/13/2019,6:30:00 AM,0,0.1509,6.972,0.015387877
7/13/2019,6:45:00 AM,0,0.1501,6.94,0.015306297
7/13/2019,7:00:00 AM,0,0.151,6.898,0.015398074
7/13/2019,7:15:00 AM,0,0.1517,6.884,0.015469456
7/13/2019,7:30:00 AM,0,0.1523,6.869,0.01553064
7/13/2019,7:45:00 AM,0,0.1537,6.892,0.015673404
7/13/2019,8:00:00 AM,0,0.154,6.92,0.015703996
7/13/2019,8:15:00 AM,0,0.1547,6.967,0.015775378
7/13/2019,8:30:00 AM,0,0.1553,7.016,0.015836562
7/13/2019,8:45:00 AM,0,0.1565,7.095,0.015958931
7/13/2019,9:00:00 AM,0,0.1582,7.202,0.016132287
7/13/2019,9:15:00 AM,0,0.159,7.312,0.016213866
7/13/2019,9:30:00 AM,0,0.16,7.409,0.01631584
7/13/2019,9:45:00 AM,0,0.1618,7.56,0.016499393
7/13/2019,10:00:00 AM,0,0.1634,7.727,0.016662552
7/13/2019,10:15:00 AM,0,0.164,7.781,0.016723736
7/13/2019,10:30:00 AM,0,0.1658,7.879,0.016907289
7/13/2019,10:45:00 AM,0,0.1683,8.001,0.017162224
7/13/2019,11:00:00 AM,0,0.1723,8.289,0.01757012
7/13/2019,11:15:00 AM,0,0.1764,8.629,0.017988214
7/13/2019,11:30:00 AM,0,0.177,8.737,0.018049398
7/13/2019,11:45:00 AM,0,0.178,8.79,0.018151372
7/13/2019,12:00:00 PM,0,0.1781,9.058,0.018161569
7/13/2019,12:15:00 PM,0,0.1792,9.303,0.018273741
7/13/2019,12:30:00 PM,0,0.1761,9.51,0.017957621
7/13/2019,12:45:00 PM,0,0.1802,9.744,0.018375715
7/13/2019,1:00:00 PM,0,0.1812,9.794,0.018477689
7/13/2019,1:15:00 PM,0,0.1817,10.028,0.018528676
7/13/2019,1:30:00 PM,0,0.1825,10.112,0.018610255
7/13/2019,1:45:00 PM,0,0.1784,10.317,0.018192162
7/13/2019,2:00:00 PM,0,0.1823,10.539,0.01858986
7/13/2019,2:15:00 PM,0,0.1849,10.777,0.018854993
7/13/2019,2:30:00 PM,0,0.1851,10.734,0.018875387
7/13/2019,2:45:00 PM,0,0.1863,10.693,0.018997756
7/13/2019,3:00:00 PM,0,0.1869,10.845,0.019058941
7/13/2019,3:15:00 PM,0,0.1873,11.214,0.01909973
7/13/2019,3:30:00 PM,0,0.1838,11.391,0.018742821
7/13/2019,3:45:00 PM,0,0.1861,11.62,0.018977361
7/13/2019,4:00:00 PM,0,0.1869,11.641,0.019058941
7/13/2019,4:15:00 PM,0,0.1852,11.577,0.018885585
7/13/2019,4:30:00 PM,0,0.1833,11.435,0.018691834
7/13/2019,4:45:00 PM,0,0.1797,11.256,0.018324728
7/13/2019,5:00:00 PM,0,0.1756,10.997,0.017906634
7/13/2019,5:15:00 PM,0,0.1732,10.815,0.017661897
7/13/2019,5:30:00 PM,0,0.17,10.63,0.01733558
7/13/2019,5:45:00 PM,0,0.1666,10.4,0.016988868
7/13/2019,6:00:00 PM,0,0.1653,10.13,0.016856302
7/13/2019,6:15:00 PM,0,0.1655,9.918,0.016876697
7/13/2019,6:30:00 PM,0,0.1654,9.711,0.0168665
7/13/2019,6:45:00 PM,0,0.1652,9.528,0.016846105
7/13/2019,7:00:00 PM,0,0.164,9.403,0.016723736
7/13/2019,7:15:00 PM,0,0.1636,9.266,0.016682946
7/13/2019,7:30:00 PM,0,0.1632,9.134,0.016642157
7/13/2019,7:45:00 PM,0,0.1628,9.008,0.016601367
7/13/2019,8:00:00 PM,0,0.1618,8.881,0.016499393
7/13/2019,8:15:00 PM,0,0.1614,8.776,0.016458604
7/13/2019,8:30:00 PM,0,0.1608,8.688,0.016397419
7/13/2019,8:45:00 PM,0,0.1605,8.581,0.016366827
7/13/2019,9:00:00 PM,0,0.1606,8.496,0.016377024
7/13/2019,9:15:00 PM,0,0.1604,8.416,0.01635663
7/13/2019,9:30:00 PM,0,0.1602,8.337,0.016336235
7/13/2019,9:45:00 PM,0,0.1593,8.255,0.016244458
7/13/2019,10:00:00 PM,0,0.1596,8.198,0.01627505
7/13/2019,10:15:00 PM,0,0.1589,8.128,0.016203669
7/13/2019,10:30:00 PM,0,0.1587,8.064,0.016183274
7/13/2019,10:45:00 PM,0,0.1579,7.99,0.016101695
7/13/2019,11:00:00 PM,0,0.1579,7.926,0.016101695
7/13/2019,11:15:00 PM,0,0.1577,7.879,0.0160813
7/13/2019,11:30:00 PM,0,0.1571,7.817,0.016020115
7/13/2019,11:45:00 PM,0,0.1576,7.713,0.016071102
7/14/2019,12:00:00 AM,0,0.1569,7.651,0.015999721
7/14/2019,12:15:00 AM,0,0.1575,7.558,0.016060905
7/14/2019,12:30:00 AM,0,0.1578,7.483,0.016091497
7/14/2019,12:45:00 AM,0,0.1581,7.394,0.016122089
7/14/2019,1:00:00 AM,0,0.1583,7.287,0.016142484
7/14/2019,1:15:00 AM,0,0.1587,7.217,0.016183274
7/14/2019,1:30:00 AM,0,0.1588,7.142,0.016193471
7/14/2019,1:45:00 AM,0,0.1588,7.1,0.016193471
7/14/2019,2:00:00 AM,0,0.1586,7.052,0.016173076
7/14/2019,2:15:00 AM,0,0.1588,7.028,0.016193471
7/14/2019,2:30:00 AM,0,0.159,6.991,0.016213866
7/14/2019,2:45:00 AM,0,0.1586,6.962,0.016173076
7/14/2019,3:00:00 AM,0,0.1586,6.925,0.016173076
7/14/2019,3:15:00 AM,0,0.1591,6.899,0.016224063
7/14/2019,3:30:00 AM,0,0.1588,6.853,0.016193471
7/14/2019,3:45:00 AM,0,0.16,6.799,0.01631584
7/14/2019,4:00:00 AM,0,0.1604,6.761,0.01635663
7/14/2019,4:15:00 AM,0,0.1618,6.703,0.016499393
7/14/2019,4:30:00 AM,0,0.1627,6.642,0.01659117
7/14/2019,4:45:00 AM,0,0.1637,6.591,0.016693144
7/14/2019,5:00:00 AM,0,0.1653,6.514,0.016856302
7/14/2019,5:15:00 AM,0,0.1658,6.46,0.016907289
7/14/2019,5:30:00 AM,0,0.1667,6.408,0.016999066
7/14/2019,5:45:00 AM,0,0.1676,6.357,0.017090842
7/14/2019,6:00:00 AM,0,0.1687,6.296,0.017203014
7/14/2019,6:15:00 AM,0,0.1691,6.245,0.017243803
7/14/2019,6:30:00 AM,0,0.1702,6.18,0.017355975
7/14/2019,6:45:00 AM,0,0.1711,6.146,0.017447751
7/14/2019,7:00:00 AM,0,0.1721,6.117,0.017549725
7/14/2019,7:15:00 AM,0,0.1728,6.122,0.017621107
7/14/2019,7:30:00 AM,0,0.1732,6.144,0.017661897
7/14/2019,7:45:00 AM,0,0.1753,6.129,0.017876042
7/14/2019,8:00:00 AM,0,0.1784,6.059,0.018192162
7/14/2019,8:15:00 AM,0,0.1817,5.972,0.018528676
7/14/2019,8:30:00 AM,0,0.1834,6.005,0.018702032
7/14/2019,8:45:00 AM,0,0.1859,5.928,0.018956967
7/14/2019,9:00:00 AM,0,0.1905,5.804,0.019426047
7/14/2019,9:15:00 AM,0,0.1941,5.638,0.019793153
7/14/2019,9:30:00 AM,0,0.199,5.592,0.020292826
7/14/2019,9:45:00 AM,0,0.2034,5.763,0.020741512
7/14/2019,10:00:00 AM,0,0.2078,5.847,0.021190197
7/14/2019,10:15:00 AM,0,0.2192,5.778,0.022352701
7/14/2019,10:30:00 AM,0,0.2302,5.875,0.023474415
7/14/2019,10:45:00 AM,0,0.2404,6.081,0.02451455
7/14/2019,11:00:00 AM,0,0.2585,6.173,0.026360279
7/14/2019,11:15:00 AM,0,0.2823,6.265,0.02878726
7/14/2019,11:30:00 AM,0,0.3061,6.296,0.031214241
7/14/2019,11:45:00 AM,0,0.3366,6.233,0.034324448
7/14/2019,12:00:00 PM,0,0.3634,6.462,0.037057352
7/14/2019,12:15:00 PM,0,0.396,6.603,0.040381704
7/14/2019,12:30:00 PM,0,0.4315,6.662,0.044001781
7/14/2019,12:45:00 PM,0,0.4737,6.744,0.048305084
7/14/2019,1:00:00 PM,0,0.5063,6.739,0.051629436
7/14/2019,1:15:00 PM,0,0.5293,6.67,0.053974838
7/14/2019,1:30:00 PM,0,0.5407,6.664,0.055137342
7/14/2019,1:45:00 PM,0,0.5536,6.641,0.056452806
7/14/2019,2:00:00 PM,0,0.5616,6.59,0.057268598
7/14/2019,2:15:00 PM,0,0.5667,6.527,0.057788666
7/14/2019,2:30:00 PM,0,0.5668,6.505,0.057798863
7/14/2019,2:45:00 PM,0,0.5636,6.495,0.057472546
7/14/2019,3:00:00 PM,0,0.5578,6.557,0.056881097
7/14/2019,3:15:00 PM,0,0.5484,6.588,0.055922542
7/14/2019,3:30:00 PM,0,0.5316,6.545,0.054209378
7/14/2019,3:45:00 PM,0,0.5105,6.495,0.052057727
7/14/2019,4:00:00 PM,0,0.489,6.455,0.049865286
7/14/2019,4:15:00 PM,0,0.468,6.395,0.047723832
7/14/2019,4:30:00 PM,0,0.4458,6.347,0.045460009
7/14/2019,4:45:00 PM,0,0.425,6.311,0.04333895
7/14/2019,5:00:00 PM,0,0.4071,6.265,0.041513615
7/14/2019,5:15:00 PM,0,0.3919,6.195,0.039963611
7/14/2019,5:30:00 PM,0,0.3738,6.126,0.038117881
7/14/2019,5:45:00 PM,0,0.3647,6.047,0.037189918
7/14/2019,6:00:00 PM,0,0.3591,5.896,0.036618863
7/14/2019,6:15:00 PM,0,0.3504,5.808,0.03573169
7/14/2019,6:30:00 PM,0,0.3391,5.755,0.034579383
7/14/2019,6:45:00 PM,0,0.3318,5.665,0.033834973
7/14/2019,7:00:00 PM,0,0.324,5.602,0.033039576
7/14/2019,7:15:00 PM,0,0.3193,5.539,0.032560298
7/14/2019,7:30:00 PM,0,0.3156,5.458,0.032182994
7/14/2019,7:45:00 PM,0,0.3113,5.402,0.031744506
7/14/2019,8:00:00 PM,0,0.3067,5.361,0.031275426
7/14/2019,8:15:00 PM,0,0.3075,5.309,0.031357005
7/14/2019,8:30:00 PM,0,0.3043,5.275,0.031030688
7/14/2019,8:45:00 PM,0,0.2993,5.243,0.030520818
7/14/2019,9:00:00 PM,0,0.2978,5.19,0.030367857
7/14/2019,9:15:00 PM,0,0.2946,5.141,0.03004154
7/14/2019,9:30:00 PM,0,0.2938,5.095,0.029959961
7/14/2019,9:45:00 PM,0,0.293,5.06,0.029878382
7/14/2019,10:00:00 PM,0,0.2924,5.008,0.029817198
7/14/2019,10:15:00 PM,0,0.2899,4.976,0.029562263
7/14/2019,10:30:00 PM,0,0.2871,4.943,0.029276735
7/14/2019,10:45:00 PM,0,0.287,4.879,0.029266538
7/14/2019,11:00:00 PM,0,0.2868,4.834,0.029246143
7/14/2019,11:15:00 PM,0,0.2843,4.815,0.028991208
7/14/2019,11:30:00 PM,0,0.2828,4.784,0.028838247
7/14/2019,11:45:00 PM,0,0.2832,4.759,0.028879037
7/15/2019,12:00:00 AM,0,0.2833,4.718,0.028889234
7/15/2019,12:15:00 AM,0,0.282,4.687,0.028756668
7/15/2019,12:30:00 AM,0,0.2817,4.667,0.028726076
7/15/2019,12:45:00 AM,0,0.2828,4.613,0.028838247
7/15/2019,1:00:00 AM,0,0.2825,4.529,0.028807655
7/15/2019,1:15:00 AM,0,0.285,4.441,0.02906259
7/15/2019,1:30:00 AM,0,0.2838,4.434,0.028940221
7/15/2019,1:45:00 AM,0,0.284,4.424,0.028960616
7/15/2019,2:00:00 AM,0,0.283,4.411,0.028858642
7/15/2019,2:15:00 AM,0,0.2848,4.339,0.029042195
7/15/2019,2:30:00 AM,0,0.2849,4.332,0.029052393
7/15/2019,2:45:00 AM,0,0.2873,4.317,0.02929713
7/15/2019,3:00:00 AM,0,0.29,4.295,0.02957246
7/15/2019,3:15:00 AM,0,0.2977,4.198,0.03035766
7/15/2019,3:30:00 AM,0,0.3002,4.071,0.030612595
7/15/2019,3:45:00 AM,0,0.2994,4.086,0.030531016
7/15/2019,4:00:00 AM,0,0.2978,4.078,0.030367857
7/15/2019,4:15:00 AM,0,0.3011,4.064,0.030704371
7/15/2019,4:30:00 AM,0,0.3025,4.058,0.030847135
7/15/2019,4:45:00 AM,0,0.3048,4.058,0.031081675
7/15/2019,5:00:00 AM,0,0.3097,4.012,0.031581348
7/15/2019,5:15:00 AM,0,0.3132,3.985,0.031938257
7/15/2019,5:30:00 AM,0,0.3193,3.926,0.032560298
7/15/2019,5:45:00 AM,0,0.3213,3.872,0.032764246
7/15/2019,6:00:00 AM,0,0.3229,3.823,0.032927405
7/15/2019,6:15:00 AM,0,0.3253,3.801,0.033172142
7/15/2019,6:30:00 AM,0,0.3258,3.795,0.033223129
7/15/2019,6:45:00 AM,0,0.3272,3.78,0.033365893
7/15/2019,7:00:00 AM,0,0.3283,3.819,0.033478064
7/15/2019,7:15:00 AM,0,0.3319,3.813,0.033845171
7/15/2019,7:30:00 AM,0,0.3337,3.846,0.034028724
7/15/2019,7:45:00 AM,0,0.3349,3.899,0.034151093
7/15/2019,8:00:00 AM,0,0.3329,3.926,0.033947145
7/15/2019,8:15:00 AM,0,0.3365,3.944,0.034314251
7/15/2019,8:30:00 AM,0,0.3373,4.026,0.03439583
7/15/2019,8:45:00 AM,0,0.34,4.096,0.03467116
7/15/2019,9:00:00 AM,0,0.3388,4.261,0.034548791
7/15/2019,9:15:00 AM,0,0.338,4.361,0.034467212
7/15/2019,9:30:00 AM,0,0.3376,4.443,0.034426422
7/15/2019,9:45:00 AM,0,0.3409,4.442,0.034762937
7/15/2019,10:00:00 AM,0,0.3466,4.488,0.035344188
7/15/2019,10:15:00 AM,0,0.3601,4.466,0.036720837
7/15/2019,10:30:00 AM,0,0.3668,4.532,0.037404063
7/15/2019,10:45:00 AM,0,0.3741,4.531,0.038148473
7/15/2019,11:00:00 AM,0,0.3795,4.693,0.038699133
7/15/2019,11:15:00 AM,0,0.3894,4.82,0.039708676
7/15/2019,11:30:00 AM,0,0.4105,4.934,0.041860327
7/15/2019,11:45:00 AM,0,0.419,5.015,0.042727106
7/15/2019,12:00:00 PM,0,0.4296,5.307,0.04380803
7/15/2019,12:15:00 PM,0,0.4362,5.628,0.044481059
7/15/2019,12:30:00 PM,0,0.4379,5.779,0.044654415
7/15/2019,12:45:00 PM,0,0.4388,5.733,0.044746191
7/15/2019,1:00:00 PM,0,0.439,5.561,0.044766586
7/15/2019,1:15:00 PM,0,0.4429,5.654,0.045164285
7/15/2019,1:30:00 PM,0,0.442,5.783,0.045072508
7/15/2019,1:45:00 PM,0,0.4367,6.022,0.044532046
7/15/2019,2:00:00 PM,0,0.4328,6.296,0.044134347
7/15/2019,2:15:00 PM,0,0.429,6.21,0.043746846
7/15/2019,2:30:00 PM,0,0.4201,6.395,0.042839277
7/15/2019,2:45:00 PM,0,0.4102,6.53,0.041829735
7/15/2019,3:00:00 PM,0,0.4038,6.666,0.041177101
7/15/2019,3:15:00 PM,0,0.3969,6.686,0.040473481
7/15/2019,3:30:00 PM,0,0.3942,6.687,0.040198151
7/15/2019,3:45:00 PM,0,0.3782,6.852,0.038566567
7/15/2019,4:00:00 PM,0,0.373,6.944,0.038036302
7/15/2019,4:15:00 PM,0,0.3653,6.97,0.037251102
7/15/2019,4:30:00 PM,0,0.3584,6.949,0.036547482
7/15/2019,4:45:00 PM,0,0.3509,7.018,0.035782677
7/15/2019,5:00:00 PM,0,0.3396,7.134,0.03463037
7/15/2019,5:15:00 PM,0,0.3344,7.095,0.034100106
7/15/2019,5:30:00 PM,0,0.327,6.975,0.033345498
7/15/2019,5:45:00 PM,0,0.3206,6.83,0.032692864
7/15/2019,6:00:00 PM,0,0.3158,6.743,0.032203389
7/15/2019,6:15:00 PM,0,0.31,6.604,0.03161194
7/15/2019,6:30:00 PM,0,0.3037,6.462,0.030969504
7/15/2019,6:45:00 PM,0,0.299,6.293,0.030490226
7/15/2019,7:00:00 PM,0,0.294,6.167,0.029980356
7/15/2019,7:15:00 PM,0,0.2912,6.088,0.029694829
7/15/2019,7:30:00 PM,0,0.2877,5.984,0.02933792
7/15/2019,7:45:00 PM,0,0.2829,5.85,0.028848445
7/15/2019,8:00:00 PM,0,0.2799,5.771,0.028542523
7/15/2019,8:15:00 PM,0,0.2756,5.623,0.028104034
7/15/2019,8:30:00 PM,0,0.2739,5.448,0.027930679
7/15/2019,8:45:00 PM,0,0.2694,5.286,0.027471796
7/15/2019,9:00:00 PM,0,0.2678,5.144,0.027308637
7/15/2019,9:15:00 PM,0,0.2652,5.089,0.027043505
7/15/2019,9:30:00 PM,0,0.2625,4.984,0.026768175
7/15/2019,9:45:00 PM,0,0.2593,4.829,0.026441858
7/15/2019,10:00:00 PM,0,0.2569,4.686,0.026197121
7/15/2019,10:15:00 PM,0,0.2543,4.539,0.025931988
7/15/2019,10:30:00 PM,0,0.2528,4.405,0.025779027
7/15/2019,10:45:00 PM,0,0.2507,4.322,0.025564882
7/15/2019,11:00:00 PM,0,0.2504,4.27,0.02553429
7/15/2019,11:15:00 PM,0,0.2486,4.238,0.025350736
7/15/2019,11:30:00 PM,0,0.2467,4.221,0.025156986
7/15/2019,11:45:00 PM,0,0.2464,4.21,0.025126394
7/16/2019,12:00:00 AM,0,0.2451,4.19,0.024993827
7/16/2019,12:15:00 AM,0,0.2439,4.155,0.024871459
7/16/2019,12:30:00 AM,0,0.2419,4.11,0.024667511
7/16/2019,12:45:00 AM,0,0.2405,4.05,0.024524747
7/16/2019,1:00:00 AM,0,0.2399,4.003,0.024463563
7/16/2019,1:15:00 AM,0,0.2378,3.938,0.024249417
7/16/2019,1:30:00 AM,0,0.2365,3.859,0.024116851
7/16/2019,1:45:00 AM,0,0.2352,3.78,0.023984285
7/16/2019,2:00:00 AM,0,0.2353,3.72,0.023994482
7/16/2019,2:15:00 AM,0,0.2347,3.661,0.023933298
7/16/2019,2:30:00 AM,0,0.2333,3.579,0.023790534
7/16/2019,2:45:00 AM,0,0.2322,3.521,0.023678363
7/16/2019,3:00:00 AM,0,0.2305,3.466,0.023505007
7/16/2019,3:15:00 AM,0,0.2293,3.419,0.023382638
7/16/2019,3:30:00 AM,0,0.2287,3.356,0.023321454
7/16/2019,3:45:00 AM,0,0.2271,3.303,0.023158295
7/16/2019,4:00:00 AM,0,0.2251,3.261,0.022954347
7/16/2019,4:15:00 AM,0,0.2238,3.216,0.022821781
7/16/2019,4:30:00 AM,0,0.2218,3.155,0.022617833
7/16/2019,4:45:00 AM,0,0.2213,3.105,0.022566846
7/16/2019,5:00:00 AM,0,0.2192,3.091,0.022352701
7/16/2019,5:15:00 AM,0,0.2201,3.063,0.022444477
7/16/2019,5:30:00 AM,0,0.2193,3.051,0.022362898
7/16/2019,5:45:00 AM,0,0.2165,3.021,0.022077371
7/16/2019,6:00:00 AM,0,0.2157,3.006,0.021995792
7/16/2019,6:15:00 AM,0,0.2153,3.01,0.021955002
7/16/2019,6:30:00 AM,0,0.2142,3.016,0.021842831
7/16/2019,6:45:00 AM,0,0.2127,3.037,0.02168987
7/16/2019,7:00:00 AM,0,0.2132,3.059,0.021740857
7/16/2019,7:15:00 AM,0,0.2134,3.085,0.021761252
7/16/2019,7:30:00 AM,0,0.2115,3.121,0.021567501
7/16/2019,7:45:00 AM,0,0.2114,3.153,0.021557304
7/16/2019,8:00:00 AM,0,0.2101,3.179,0.021424737
7/16/2019,8:15:00 AM,0,0.2106,3.214,0.021475724
7/16/2019,8:30:00 AM,0,0.2114,3.282,0.021557304
7/16/2019,8:45:00 AM,0,0.2115,3.39,0.021567501
7/16/2019,9:00:00 AM,0,0.2125,3.594,0.021669475
7/16/2019,9:15:00 AM,0,0.2172,3.927,0.022148753
7/16/2019,9:30:00 AM,0,0.22,4.194,0.02243428
7/16/2019,9:45:00 AM,0,0.2201,4.357,0.022444477
7/16/2019,10:00:00 AM,0,0.2199,4.433,0.022424083
7/16/2019,10:15:00 AM,0,0.2205,4.538,0.022485267
7/16/2019,10:30:00 AM,0,0.2204,4.568,0.02247507
7/16/2019,10:45:00 AM,0,0.2195,4.627,0.022383293
7/16/2019,11:00:00 AM,0,0.221,4.706,0.022536254
7/16/2019,11:15:00 AM,0,0.2209,4.892,0.022526057
7/16/2019,11:30:00 AM,0,0.2209,5.258,0.022526057
7/16/2019,11:45:00 AM,0,0.2213,5.776,0.022566846
7/16/2019,12:00:00 PM,0,0.2215,5.923,0.022587241
7/16/2019,12:15:00 PM,0,0.22,5.844,0.02243428
7/16/2019,12:30:00 PM,0,0.2194,5.836,0.022373096
7/16/2019,12:45:00 PM,0,0.2189,5.853,0.022322109
7/16/2019,1:00:00 PM,0,0.2022,8.074,0.020619143
